id,date,venue,temperature,precipitation
21800637,12/01/2019,Vivint Smart Home Arena,35.77,0
21800638,13/01/2019,Madison Square Garden,31.27,0
21800639,13/01/2019,Capital Center,30.62,0.0012
21800640,13/01/2019,State Farm Arena,39.66,0.0008
21800641,13/01/2019,Amway Center,69.79,0
21800642,13/01/2019,American Airlines Center,46.05,0
21800643,13/01/2019,Pepsi Center,37.58,0.0077
21800644,13/01/2019,Staples Center,58.4,0.0034
21800645,14/01/2019,Barclays Center,29.53,0
21800646,14/01/2019,Toyota Center,56.6,0
21800647,14/01/2019,At&t Center,55.16,0
21800648,14/01/2019,Vivint Smart Home Arena,31.19,0
21800649,14/01/2019,Golden 1 Center,60.77,0
21800650,14/01/2019,Staples Center,59.85,0
21800651,15/01/2019,Bankers Life Fieldhouse,28.67,0.0026
21800652,15/01/2019,Wells Fargo Arena,68.33,0
21800653,15/01/2019,State Farm Arena,43.24,0
21800654,15/01/2019,Fiserv Forum,29.14,0
21800655,15/01/2019,Pepsi Center,46.49,0.0015
21800656,15/01/2019,Staples Center,52.1,0.0859
21800657,16/01/2019,Little Caesars Arena,28.83,0
21800658,16/01/2019,Td Garden,30.45,0
21800659,16/01/2019,Toyota Center,53.05,0
21800660,16/01/2019,Fedex Forum,41.51,0
21800661,16/01/2019,American Airlines Center,49.26,0
21800662,16/01/2019,Moda Center,42.28,0
21800663,16/01/2019,Oracle Arena,51.18,0.0517
21800664,16/01/2019,Staples Center,55.42,0.0273
21800665,17/01/2019,Capital Center,39.73,0
21800666,17/01/2019,Spectrum Center,48.56,0
21800667,17/01/2019,Bankers Life Fieldhouse,33.65,0.0084
21800668,17/01/2019,Scotiabank Arena,19.36,0.0016
21800669,17/01/2019,Pepsi Center,49.8,0
21800670,17/01/2019,Chesapeake Energy Arena,47.22,0
21800671,18/01/2019,Td Garden,25.42,0
21800672,18/01/2019,Little Caesars Arena,32.45,0
21800673,18/01/2019,Amway Center,64.49,0
21800674,18/01/2019,Target Center,21.89,0
21800675,18/01/2019,Vivint Smart Home Arena,41.05,0.0303
21800676,18/01/2019,Staples Center,61.59,0.0094
21800677,18/01/2019,Moda Center,50.92,0.0062
21800678,19/01/2019,Wells Fargo Arena,69.41,0
21800679,19/01/2019,Spectrum Center,46.42,0
21800680,19/01/2019,Little Caesars Arena,30.72,0
21800681,19/01/2019,Bankers Life Fieldhouse,35.42,0
21800682,19/01/2019,Amway Center,66.82,0
21800683,19/01/2019,State Farm Arena,55.11,0
21800684,19/01/2019,Scotiabank Arena,28.44,0.002
21800685,19/01/2019,United Center,29.45,0
21800686,19/01/2019,Toyota Center,71.62,0
21800687,19/01/2019,Pepsi Center,35.29,0.0024
21800688,20/01/2019,Bankers Life Fieldhouse,26.62,0.001
21800689,20/01/2019,Target Center,10.02,0
21800690,20/01/2019,At&t Center,60.74,0
21800691,21/01/2019,Madison Square Garden,21.76,0
21800692,21/01/2019,Quicken Loans Arena,13.03,0
21800693,21/01/2019,Capital Center,27.8,0
21800694,21/01/2019,Fiserv Forum,7.87,0
21800695,21/01/2019,State Farm Arena,35.42,0
21800696,21/01/2019,Barclays Center,22.32,0
21800697,21/01/2019,Fedex Forum,28.82,0
21800698,21/01/2019,Td Garden,24.24,0
21800699,21/01/2019,Wells Fargo Arena,73.77,0
21800700,21/01/2019,Vivint Smart Home Arena,46.14,0
21800701,21/01/2019,Staples Center,69.18,0
21800702,22/01/2019,Scotiabank Arena,10.84,0.0002
21800703,22/01/2019,Chesapeake Energy Arena,52.41,0
21800704,22/01/2019,American Airlines Center,57.81,0
21800705,22/01/2019,Talking Stick Resort Arena,65.12,0
21800706,23/01/2019,Bankers Life Fieldhouse,39.38,0.0092
21800707,23/01/2019,Td Garden,21.96,0
21800708,23/01/2019,Barclays Center,29.97,0
21800709,23/01/2019,American Airlines Center,61.65,0.0015
21800710,23/01/2019,Madison Square Garden,29.11,0
21800711,23/01/2019,Wells Fargo Arena,63.62,0
21800712,23/01/2019,United Center,31.73,0.0019
21800713,23/01/2019,Fedex Forum,52.49,0
21800714,23/01/2019,Smoothie King Center,68.45,0
21800715,23/01/2019,Vivint Smart Home Arena,32.14,0
1321800001,02/07/2018,Oracle Arena,71.16,0
1321800002,02/07/2018,Golden 1 Center,95.21,0
1321800003,03/07/2018,Staples Center,79.41,0
1321800004,03/07/2018,Golden 1 Center,88.12,0
1321800005,05/07/2018,Oracle Arena,67.84,0
1321800006,05/07/2018,Golden 1 Center,75.98,0
1421700001,01/07/2017,American Airlines Center,95.18,0
1421700002,01/07/2017,Bankers Life Fieldhouse,71.82,0.1219
1421700003,01/07/2017,American Airlines Center,95.18,0
1421700004,01/07/2017,Little Caesars Arena,72.53,0.076
1421700005,02/07/2017,Little Caesars Arena,83.02,0
1421700006,02/07/2017,American Airlines Center,80.85,0
1421700007,02/07/2017,Spectrum Center,76.28,0.0139
1421700008,03/07/2017,Chesapeake Energy Arena,84,0.0003
1421700009,03/07/2017,American Airlines Center,93.9,0
1421700010,03/07/2017,American Airlines Center,93.9,0
1421700011,04/07/2017,Chesapeake Energy Arena,93.67,0
1421700012,04/07/2017,American Airlines Center,93.05,0
1421700013,04/07/2017,Little Caesars Arena,79.77,0
1421700014,05/07/2017,Chesapeake Energy Arena,82.98,0
1421700015,05/07/2017,Little Caesars Arena,80.2,0
1421700016,05/07/2017,Madison Square Garden,83.49,0
1421700017,06/07/2017,American Airlines Center,92.76,0
1421700018,06/07/2017,Amway Center,91.46,0
1421700019,06/07/2017,Bankers Life Fieldhouse,84.12,0
1421700020,06/07/2017,American Airlines Center,92.76,0
1521700001,07/07/2017,Smoothie King Center,84.87,0
1521700002,07/07/2017,Quicken Loans Arena,79.67,0
1521700003,07/07/2017,State Farm Arena,82.84,0.0047
1521700004,07/07/2017,Staples Center,90.12,0
1521700005,07/07/2017,Pepsi Center,92.48,0
1521700006,07/07/2017,Golden 1 Center,99.48,0
1521700007,08/07/2017,Fedex Forum,90.8,0
1521700008,08/07/2017,United Center,77.55,0
1521700009,08/07/2017,Vivint Smart Home Arena,97.28,0
1521700010,08/07/2017,Target Center,78.46,0
1521700011,08/07/2017,At&t Center,94.82,0
1521700012,08/07/2017,Staples Center,96.32,0
1521700013,08/07/2017,Quicken Loans Arena,78.71,0
1521700014,08/07/2017,Oracle Arena,90.81,0
1521700015,09/07/2017,Smoothie King Center,83.38,0
1521700016,09/07/2017,American Airlines Center,85.47,0.0554
1521700017,09/07/2017,Barclays Center,82.49,0
1521700018,09/07/2017,Pepsi Center,80.88,0.0031
1521700019,09/07/2017,Staples Center,97.24,0
1521700020,09/07/2017,Td Garden,77.74,0.0018
1521700021,09/07/2017,Golden 1 Center,104.01,0
1521700022,09/07/2017,At&t Center,96.35,0
1521700023,10/07/2017,United Center,84.16,0
1521700024,10/07/2017,Capital Center,83.32,0
1521700025,10/07/2017,Smoothie King Center,83.17,0.0003
1521700026,10/07/2017,Talking Stick Resort Arena,107.25,0
1521700027,10/07/2017,Scotiabank Arena,78.75,0
1521700028,10/07/2017,Quicken Loans Arena,78.39,0
1521700029,10/07/2017,Fiserv Forum,82.79,0
1521700030,10/07/2017,Golden 1 Center,99.4,0
1521700031,11/07/2017,Moda Center,76.19,0
1521700032,11/07/2017,Fedex Forum,90.99,0
1521700033,11/07/2017,Capital Center,88.11,0
1521700034,11/07/2017,Td Garden,83.3,0
1521700035,11/07/2017,American Airlines Center,93.62,0
1521700036,11/07/2017,Target Center,84.14,0
1521700037,12/07/2017,State Farm Arena,78.91,0.0437
1521700038,12/07/2017,Toyota Center,84.51,0.0125
1521700039,12/07/2017,American Airlines Center,96.16,0
1521700040,12/07/2017,Target Center,84.65,0
1521700041,12/07/2017,Talking Stick Resort Arena,102.21,0
1521700042,12/07/2017,Fiserv Forum,79.81,0.0006
1521700043,12/07/2017,Moda Center,75.25,0
1521700044,12/07/2017,Staples Center,87.12,0
1521700045,13/07/2017,At&t Center,86.95,0.0006
1521700046,13/07/2017,Barclays Center,86.81,0
1521700047,13/07/2017,Td Garden,78.42,0.01
1521700048,13/07/2017,Staples Center,85.42,0
1521700049,13/07/2017,Fedex Forum,91.33,0
1521700050,13/07/2017,American Airlines Center,95.05,0
1521700051,13/07/2017,Scotiabank Arena,75.35,0.0256
1521700052,13/07/2017,Quicken Loans Arena,84.4,0
1521700053,14/07/2017,State Farm Arena,87.07,0.0049
1521700054,14/07/2017,Target Center,65.68,0
1521700055,14/07/2017,Fiserv Forum,76.55,0
1521700056,14/07/2017,Staples Center,85.42,0
1521700057,14/07/2017,Pepsi Center,84.27,0
1521700058,14/07/2017,United Center,82.18,0
1521700059,14/07/2017,Talking Stick Resort Arena,107.35,0
1521700060,14/07/2017,Scotiabank Arena,63.41,0
1521700061,15/07/2017,At&t Center,96.97,0
1521700062,15/07/2017,Fedex Forum,91.58,0.0038
1521700063,15/07/2017,American Airlines Center,95.55,0.0013
1521700064,15/07/2017,Barclays Center,69.29,0.0113
1521700065,16/07/2017,Fedex Forum,87.21,0.0016
1521700066,16/07/2017,American Airlines Center,92.73,0
1521700067,17/07/2017,Staples Center,83.87,0
1521800001,06/07/2018,Bankers Life Fieldhouse,74.12,0.0339
1521800002,06/07/2018,Smoothie King Center,83.97,0
1521800003,06/07/2018,Amway Center,79.72,0.0011
1521800004,06/07/2018,Spectrum Center,92.32,0
1521800005,06/07/2018,Little Caesars Arena,93.61,0
1521800006,06/07/2018,Wells Fargo Arena,112.58,0
1521800007,06/07/2018,Capital Center,89.47,0
1521800008,06/07/2018,Talking Stick Resort Arena,112.94,0
1521800009,06/07/2018,Target Center,80.46,0
1521800010,06/07/2018,Oracle Arena,74.7,0
1521800011,07/07/2018,Vivint Smart Home Arena,97.58,0
1521800012,07/07/2018,Bankers Life Fieldhouse,80.48,0
1521800013,07/07/2018,Smoothie King Center,85.82,0.0038
1521800014,07/07/2018,State Farm Arena,76.36,0.0988
1521800015,07/07/2018,Barclays Center,81.12,0
1521800016,07/07/2018,Golden 1 Center,90.14,0
1521800017,07/07/2018,Fedex Forum,80.57,0.0034
1521800018,07/07/2018,Quicken Loans Arena,73.71,0
1521800019,07/07/2018,Pepsi Center,88.76,0
1521800020,07/07/2018,Staples Center,110.23,0
1521800021,08/07/2018,Scotiabank Arena,77.27,NULL
1521800022,08/07/2018,At&t Center,88.96,0.0085
1521800023,08/07/2018,American Airlines Center,94.87,0
1521800024,08/07/2018,State Farm Arena,81.17,0.0175
1521800025,08/07/2018,Fiserv Forum,77.72,0
1521800026,08/07/2018,Toyota Center,87.9,0.0265
1521800027,08/07/2018,Madison Square Garden,73.6,0
1521800028,08/07/2018,Amway Center,80.25,0.0029
1521800029,08/07/2018,Staples Center,101.5,0
1521800030,08/07/2018,United Center,78.3,0
1521800031,09/07/2018,Little Caesars Arena,84.08,0
1521800032,09/07/2018,Chesapeake Energy Arena,88.89,0
1521800033,09/07/2018,Quicken Loans Arena,81.12,0
1521800034,09/07/2018,Wells Fargo Arena,108.89,0
1521800035,09/07/2018,Td Garden,81.51,0
1521800036,09/07/2018,American Airlines Center,92.23,0
1521800037,09/07/2018,Pepsi Center,95.33,0
1521800038,09/07/2018,Talking Stick Resort Arena,109.24,0
1521800039,09/07/2018,Target Center,88.77,0
1521800040,09/07/2018,Toyota Center,77.37,0.001
1521800041,10/07/2018,Moda Center,66.8,0
1521800042,10/07/2018,American Airlines Center,86.51,0.0049
1521800043,10/07/2018,United Center,89.41,0
1521800044,10/07/2018,Fedex Forum,85.55,0.0095
1521800045,10/07/2018,Madison Square Garden,83.93,0
1521800046,11/07/2018,Capital Center,92.2,0
1521800047,11/07/2018,Quicken Loans Arena,82.21,0
1521800048,11/07/2018,Toyota Center,89.31,0
1521800049,11/07/2018,American Airlines Center,80.89,0.0789
1521800050,11/07/2018,Target Center,84.06,0
1521800051,11/07/2018,Bankers Life Fieldhouse,84.04,0.0038
1521800052,11/07/2018,Pepsi Center,96.7,0
1521800053,11/07/2018,Spectrum Center,91.31,0
1521800054,12/07/2018,Smoothie King Center,83.26,0
1521800055,12/07/2018,Td Garden,74.11,0
1521800056,12/07/2018,Chesapeake Energy Arena,93.74,0
1521800057,12/07/2018,Talking Stick Resort Arena,98.32,0
1521800058,12/07/2018,Fiserv Forum,79.54,0
1521800059,12/07/2018,Staples Center,89.22,0
1521800060,12/07/2018,Amway Center,89.5,0
1521800061,12/07/2018,Moda Center,85.07,0
1521800062,13/07/2018,Bankers Life Fieldhouse,84.15,0
1521800063,13/07/2018,Smoothie King Center,90.12,0
1521800064,13/07/2018,American Airlines Center,81.19,0.0269
1521800065,13/07/2018,Talking Stick Resort Arena,99.33,0
1521800066,13/07/2018,Pepsi Center,80.46,0
1521800067,13/07/2018,Chesapeake Energy Arena,93.23,0
1521800068,13/07/2018,Oracle Arena,77.28,0
1521800069,13/07/2018,Staples Center,88.96,0
1521800070,14/07/2018,United Center,91.3,0
1521800071,14/07/2018,Toyota Center,89.82,0
1521800072,14/07/2018,Spectrum Center,86.63,0
1521800073,14/07/2018,Td Garden,76.52,0
1521800074,14/07/2018,Fiserv Forum,91.4,0
1521800075,14/07/2018,Vivint Smart Home Arena,93.83,0
1521800076,15/07/2018,Staples Center,88.31,0
1521800077,15/07/2018,Quicken Loans Arena,85.64,0
1521800078,15/07/2018,Moda Center,86.76,0
1521800079,15/07/2018,Fedex Forum,96.02,0
1521800080,16/07/2018,Staples Center,87.63,0
1521800081,16/07/2018,Moda Center,94.75,0
1521800082,17/07/2018,Staples Center,85.67,0
1621700001,03/07/2017,Wells Fargo Arena,107.99,0
1621700002,03/07/2017,Vivint Smart Home Arena,91.9,0
1621700003,05/07/2017,At&t Center,97.71,0
1621700004,05/07/2017,Vivint Smart Home Arena,96.96,0
1621700005,06/07/2017,At&t Center,95.96,0
1621700006,06/07/2017,Vivint Smart Home Arena,96.43,0
1621800001,02/07/2018,Fedex Forum,93.24,0
1621800002,02/07/2018,Vivint Smart Home Arena,82.58,0
1621800003,03/07/2018,State Farm Arena,87.63,0
1621800004,03/07/2018,Vivint Smart Home Arena,89.35,0
1621800005,05/07/2018,At&t Center,88.82,0.0607
1621800006,05/07/2018,Vivint Smart Home Arena,92.1,0
